num,address,point/0,point/1
107,"199004, Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ N7, 5-я линия В.О., д. 16/17 (здание ГБОУ СОШ №21)",59.9405532,30.2845271
108,"199004, город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Васильевский, 7-я линия В.О., д. 52/31 лит. А (здание Физико-математического лицея №30)",,
109,"199034, Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ N7, 9-я линия В.О., д. 6 (здание ГБОУ СОШ №700)",,
110,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ N7, 9-я линия В.О., д. 6 (здание ГБОУ СОШ №700)",,
111,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ N7, наб. Лейтенанта Шмидта, д. 15/1 (здание ГБОУ СОШ №27)",,
112,"199178, Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ N7, 13-я линия В.О., д. 28А (здание ГБОУ СОШ №5)",59.9377261,30.2750891
113,"199178, Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ N7, 13-я линия В.О., д. 28А (здание ГБОУ СОШ №5)",59.9377261,30.2750891
114,"199034, Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ N7, наб. Лейтенанта Шмидта, д. 15/1 (здание ГБОУ СОШ №27)",59.9355877,30.2815863
115,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ N7, Большой пр. В.О., д. 65 (здание  ГБОУ """"Дом молодежи Василеостровского района)",59.935076,30.2670179
116,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ N7, Большой пр. В.О., д. 65 (здание  ГБОУ """"Дом молодежи Василеостровского района)",59.935076,30.2670179
117,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ N7, Большой пр. В.О., д. 65 (здание  ГБОУ """"Дом молодежи Василеостровского района)",59.935076,30.2670179
118,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ N7, Большой пр. В.О., д. 88 (здание ГБОУ СОШ № 4)",,
119,"199004, Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Васильевский, 2-я линия В.О., д.43 лит В (здание ГБОУ гимназия № 32)",,
120,"199004, Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Васильевский, 2-я линия В.О., д.43 лит В (здание ГБОУ гимназия №32)",,
121,"199004, Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Васильевский, 7-я линия В.О., д. 52/31 лит А (здание Физико-математического лицея №30)",,
122,"199004, Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Васильевский, 7-я линия В.О., д. 66 (здание ГБОУ школы №755)",,
123,"199004, Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Васильевский, 7-я линия В.О., д. 66 (здание ГБОУ школы №755)",,
124,"199004, Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Васильевский, 7-я линия В.О., д. 66 (здание ГБОУ школы №755)",,
125,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Васильевский, Малый пр. В.О., д. 34 (здание школы №29)",,
126,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Васильевский, Малый пр. В.О., д. 34 (здание школы №29)",,
127,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Васильевский, 17-я линия В.О., д.34 (здание гимназии №11)",,
128,"199178, Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Васильевский, 16-я линия В.О., д. 55 (здание гимназии №11)",,
129,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Васильевский, Малый пр. В.О., д. 34 (здание школы №29)",,
130,"199178, Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Васильевский, Малый пр. В.О., д. 34 (здание школы №29)",,
131,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Васильевский, ул. Нахимова, д. 8, корп. 2 (помещение ЖКС №1)",,
132,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Гавань, ул. Канареечная, д. 11 (здание начальной школы №36)",,
133,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Гавань, ул. Гаванская, д. 3 (здание Юридического института)",59.939047,30.2415781
134,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Гавань, ул. Шевченко, д. 3, лит. А (здание школы №6)",59.939047,30.2415781
135,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Гавань, ул. Опочинина, д. 10 (здание школы №4)",59.939047,30.2415781
136,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Гавань, ул. Опочинина, д. 10 (здание школы №4)",59.939047,30.2415781
137,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Гавань, ул. Опочинина, д. 35 (здание гимназии №642)",,
138,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Гавань, Шкиперский проток, д. 5 (здание общежития Горного университета)",,
139,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Гавань, ул. Остоумова, д. 19В (здание ДЮЦ """"Васильеский остров"""")",,
140,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Гавань, ул. Остоумова, д. 19В (здание ДЮЦ """"Васильеский остров"""")",,
141,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Гавань, ул. Шевченко, д. 36, лит. А (здание школы №15)",59.939047,30.2415781
142,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Гавань, ул. Шевченко, д. 36, лит. А (здание школы №15)",59.939047,30.2415781
143,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Гавань, ул. Гаванская, д. 54 (здание школы №19)",59.939047,30.2415781
144,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Гавань, ул. Гаванская, д. 54 (здание школы №19)",59.939047,30.2415781
145,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ Гавань, Морская наб., д. 15, корп. 2 (здание гимназии №642)",,
146,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ округ Морской, ул. Нахимова, д. 8, корп. 2 (помещение ЖКС №1)",,
147,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ округ Морской, ул. Нахимова, д. 3, корп. 2 (помещение ЖКС №1)",,
148,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ округ Морской, ул. Кораблестроителей, д. 21, корп. 3 (здание школы №12)",,
149,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ округ Морской, ул. Наличная, д. 32, корп. 2 (здание школы №2)",59.9537586,30.2240221
150,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ округ Морской, ул. Кораблестроителей, д. 21, корп. 3 (здание школы №12)",,
151,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ округ Морской, ул. Наличная, д. 32, корп. 2 (здание школы №2)",59.9537586,30.2240221
152,"Город Санкт-Петербург, Василеостровский район, муниципальное образование муниципальный округ округ Морской, ул. Наличная, д. 32, корп. 2 (здание школы №2)",59.9537586,30.2240221
