num,address,point/0,point/1
72,"420043, Республика Татарстан (Татарстан), г.Казань, Вахитовский район, ул.Бойничная, д.8 (здание музыкальной школы №6)",55.77867,49.14768050000001
74,"420105, Республика Татарстан (Татарстан), г.Казань, Вахитовский район, ул.Братская, д.1(здание школы №14)",55.76780669999999,49.1609682
75,"420105, Республика Татарстан (Татарстан), г.Казань, Вахитовский район, ул.Братская, д.1 (здание школы №14)",55.76780669999999,49.1609682
87,"420076, Республика Татарстан (Татарстан), город Казань, Кировский район, пер.Осиновский, д.8 (здание Дома культуры)",55.8527317,48.8941896
88,"420076, Республика Татарстан (Татарстан), город Казань, Кировский район, ул.Алтынова, д.2 (здание школы №57)",55.84464,48.90045199999999
89,"420076, Республика Татарстан (Татарстан), город Казань, Кировский район, ул.Алтынова, д.2 корп.1 (здание филиала школы №57)",55.84464,48.90045199999999
91,"420004, Республика Татарстан (Татарстан), город Казань, Кировский район, ул.Горьковское Шоссе, д.24 (здание гимназии №3)",55.8258811,49.0361179
92,"420004, Республика Татарстан (Татарстан), город Казань, Кировский район, ул.Можайского, д.14 (здание Центра реабилитации)",55.8218614,49.0306597
93,"420004, Республика Татарстан (Татарстан), город Казань, Кировский район, ул.Окольная, д.9 (здание школы №137)",55.8241314,49.0391427
94,"420004, Республика Татарстан (Татарстан), город Казань, Кировский район, ул.Окольная, д.9 (здание школы №137)",55.8241314,49.0391427
95,"420033, Республика Татарстан (Татарстан), город Казань, Кировский район, ул.Окольная, д.25 (здание ЦДОД """"Заречье"""")",55.827254,49.0435915
